name,url,language,included,pw_detected,pw_confidence,has_workflows,workflow_files,mentions_test,default_branch,latest_run_conclusion,verified_passing
Pi-fe/Cucumber-playwright,https://github.com/Pi-fe/Cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
PietroSassone/selenium-ta-demo,https://github.com/PietroSassone/selenium-ta-demo,java,False,False,,False,,False,,,
Plakhota/cucumber-playwright,https://github.com/Plakhota/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
PouyaRezvanii/cucumber_db_teb,https://github.com/PouyaRezvanii/cucumber_db_teb,nodejs,False,False,,False,,False,,,
PradyumnaPal/PW_Cucumber_TS,https://github.com/PradyumnaPal/PW_Cucumber_TS,nodejs,False,True,STRONG,False,,False,,,
PrateekAnand-code/BDD-Test-Framework,https://github.com/PrateekAnand-code/BDD-Test-Framework,java,False,False,,False,,False,,,
Pratik-2/AutomationPractice,https://github.com/Pratik-2/AutomationPractice,nodejs,False,False,,False,,False,,,
PraveenGNair/jacoco-multi-module-sample,https://github.com/PraveenGNair/jacoco-multi-module-sample,java,False,False,,False,,False,,,
PravinJunghare/Cucumber-project,https://github.com/PravinJunghare/Cucumber-project,java,False,False,,False,,False,,,
PrinceSoni83/playwright-cucumber-js-e2e-boilerplate,https://github.com/PrinceSoni83/playwright-cucumber-js-e2e-boilerplate,nodejs,False,True,STRONG,True,test.yml,True,main,,False
PriyankaPoojari/playwright-cucumber-ui-automation-starter,https://github.com/PriyankaPoojari/playwright-cucumber-ui-automation-starter,nodejs,False,True,STRONG,False,,False,,,
PublioElio/selenium-cucumber-BDD,https://github.com/PublioElio/selenium-cucumber-BDD,java,False,False,,False,,False,,,
PunnNopdanai7/cucumber-playwright-workshop,https://github.com/PunnNopdanai7/cucumber-playwright-workshop,nodejs,False,True,STRONG,False,,False,,,
QaBound/spring-cucumber-test-framework,https://github.com/QaBound/spring-cucumber-test-framework,java,False,False,,False,,False,,,
Qanitinsingh/LearnCucumber,https://github.com/Qanitinsingh/LearnCucumber,java,False,False,,False,,False,,,
QuangTo/cucumber,https://github.com/QuangTo/cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
Radhika2418/cucumber-js,https://github.com/Radhika2418/cucumber-js,nodejs,False,False,,False,,False,,,
Raghav-Pal/CucumberBDDCMD,https://github.com/Raghav-Pal/CucumberBDDCMD,java,False,False,,False,,False,,,
Raghav-Pal/SeleniumCucumberBDD,https://github.com/Raghav-Pal/SeleniumCucumberBDD,java,False,False,,False,,False,,,
Ragul-Dhandapani/BDD-Cucumber-Allure-Gradle,https://github.com/Ragul-Dhandapani/BDD-Cucumber-Allure-Gradle,java,False,False,,False,,False,,,
Rahaf-Eid/restAssuredCucumber,https://github.com/Rahaf-Eid/restAssuredCucumber,java,False,False,,False,,False,,,
RajaRam-Kannuri/ENTERPRISE_CUCUMBER_AUTOMATION_FRAMEWORK,https://github.com/RajaRam-Kannuri/ENTERPRISE_CUCUMBER_AUTOMATION_FRAMEWORK,java,False,False,,False,,False,,,
RamachandranGomathinayagam/LeafTapsAutomation,https://github.com/RamachandranGomathinayagam/LeafTapsAutomation,java,False,False,,False,,False,,,
RashmiSandamini/Group_18_Cucumber_PW,https://github.com/RashmiSandamini/Group_18_Cucumber_PW,nodejs,True,True,STRONG,True,e2etests.yml,True,main,success,True
RaymondMouthaan/allure-cucumber,https://github.com/RaymondMouthaan/allure-cucumber,java,False,False,,False,,False,,,
RedFroggy/spring-cucumber-rest-api,https://github.com/RedFroggy/spring-cucumber-rest-api,java,False,False,,False,,False,,,
Rezrazi/foo-cucumber,https://github.com/Rezrazi/foo-cucumber,nodejs,False,False,,False,,False,,,
Rhoynar/qa-automation,https://github.com/Rhoynar/qa-automation,java,False,False,,False,,False,,,
RoRoche/AndroidTestingBox,https://github.com/RoRoche/AndroidTestingBox,java,False,False,,False,,False,,,
RogerRabbitMagnaCarta/playwrightv152-cucumber-ts,https://github.com/RogerRabbitMagnaCarta/playwrightv152-cucumber-ts,nodejs,False,True,STRONG,False,,False,,,
RohithReacts/cucumber,https://github.com/RohithReacts/cucumber,nodejs,False,False,,False,,False,,,
Rupampromact/AmazonAutomationLoginPage,https://github.com/Rupampromact/AmazonAutomationLoginPage,java,False,False,,False,,False,,,
SampathkvAutomation/cucumber-playwright,https://github.com/SampathkvAutomation/cucumber-playwright,nodejs,False,True,STRONG,True,main.yml,True,main,failure,False
Santhis/playwrightCucumber,https://github.com/Santhis/playwrightCucumber,nodejs,False,True,STRONG,False,,False,,,
SantiagoPadilla/SeleniumTypeScript,https://github.com/SantiagoPadilla/SeleniumTypeScript,nodejs,False,False,,False,,False,,,
Saurabhrck/Protractor_Cucumber,https://github.com/Saurabhrck/Protractor_Cucumber,nodejs,False,False,,False,,False,,,
SelenDilek/DemoWeb_CucumberProject,https://github.com/SelenDilek/DemoWeb_CucumberProject,java,False,False,,False,,False,,,
SenaYcdl/AppiumCucumberProject,https://github.com/SenaYcdl/AppiumCucumberProject,java,False,False,,False,,False,,,
Shaiyz/Playwright-Cucumber,https://github.com/Shaiyz/Playwright-Cucumber,nodejs,False,True,STRONG,False,,False,,,
ShanCodeWay/ITQA_Assignment_Group_41,https://github.com/ShanCodeWay/ITQA_Assignment_Group_41,java,False,False,,False,,False,,,
SiloEscaper/cucumber-playwright,https://github.com/SiloEscaper/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
Simon-Kaz/AppiumSpringCucumber,https://github.com/Simon-Kaz/AppiumSpringCucumber,java,False,False,,False,,False,,,
Skarlet03/office_hour_cucumber_project,https://github.com/Skarlet03/office_hour_cucumber_project,java,False,False,,False,,False,,,
SmartBear/cucumber-jvm-zephyr-xml,https://github.com/SmartBear/cucumber-jvm-zephyr-xml,java,False,False,,True,maven.yml;release.yml,True,,,
SmartBear/zephyr-scale-cucumber-integration-example,https://github.com/SmartBear/zephyr-scale-cucumber-integration-example,java,False,False,,False,,False,,,
Software-Engineering-Assistantship/frontend-nextjs-ess,https://github.com/Software-Engineering-Assistantship/frontend-nextjs-ess,nodejs,False,True,STRONG,False,,False,,,
Sonal0409/ATE-Phase2-PhaseEndProj-Cucumberect-,https://github.com/Sonal0409/ATE-Phase2-PhaseEndProj-Cucumberect-,java,False,False,,False,,False,,,
SondosAlgyed/SeleniumFramework,https://github.com/SondosAlgyed/SeleniumFramework,java,False,False,,False,,False,,,
Spain-It/cucumberPractice,https://github.com/Spain-It/cucumberPractice,java,False,False,,False,,False,,,
Specialize-Automation/CucumberTutorial,https://github.com/Specialize-Automation/CucumberTutorial,java,False,False,,False,,False,,,
SrinivasanTarget/AppiumCucumber,https://github.com/SrinivasanTarget/AppiumCucumber,java,False,False,,False,,False,,,
SrinivasanTarget/Cucumber_Appium,https://github.com/SrinivasanTarget/Cucumber_Appium,java,False,False,,False,,False,,,
StevenMedinaBatista/app_webdriver.io_android,https://github.com/StevenMedinaBatista/app_webdriver.io_android,nodejs,False,False,,False,,False,,,
Stoeoeoe/flowable-cucumber,https://github.com/Stoeoeoe/flowable-cucumber,java,False,False,,False,,False,,,
SuffolkLITLab/ALKiln,https://github.com/SuffolkLITLab/ALKiln,nodejs,False,False,,True,da_image_v_sha_7d13853.yml;github_server.yml;log_code_tests.yml;playground.yml;unit_tests.yml,True,,,
SuleymanKirkil/cucumber_sda_2025,https://github.com/SuleymanKirkil/cucumber_sda_2025,java,False,False,,False,,False,,,
SumitMandloi123/CucumberFramework,https://github.com/SumitMandloi123/CucumberFramework,nodejs,False,True,STRONG,False,,False,,,
SunsetFi/secrethistories-cucumber,https://github.com/SunsetFi/secrethistories-cucumber,nodejs,False,False,,False,,False,,,
SyntaxTechnologies/CucumberFrameWorkReviewBatch14,https://github.com/SyntaxTechnologies/CucumberFrameWorkReviewBatch14,java,False,False,,False,,False,,,
SyntaxTechnologies/CucumberReviewB12,https://github.com/SyntaxTechnologies/CucumberReviewB12,java,False,False,,False,,False,,,
SyntaxTechnologies/cucumberFrameWorkReview,https://github.com/SyntaxTechnologies/cucumberFrameWorkReview,java,False,False,,False,,False,,,
SyntaxTechnologies/cucumberReview,https://github.com/SyntaxTechnologies/cucumberReview,java,False,False,,False,,False,,,
SyntaxTechnologies/cucumberReviewB13,https://github.com/SyntaxTechnologies/cucumberReviewB13,java,False,False,,False,,False,,,
TC117/Cypess-Cucumber,https://github.com/TC117/Cypess-Cucumber,nodejs,False,False,,False,,False,,,
Tallyb/cucumber-playwright,https://github.com/Tallyb/cucumber-playwright,nodejs,True,True,STRONG,True,test.yml,True,master,success,True
TarekMebrouk/spring-cucumber-test,https://github.com/TarekMebrouk/spring-cucumber-test,java,False,False,,False,,False,,,
TechPrimers/jenkins-pipeline-cucumber-example,https://github.com/TechPrimers/jenkins-pipeline-cucumber-example,java,False,False,,False,,False,,,
Test-Architect/playwright-java-bdd-sample,https://github.com/Test-Architect/playwright-java-bdd-sample,java,False,True,STRONG,False,,False,,,
TestLeafInc/TestLeafSeleniumTraining,https://github.com/TestLeafInc/TestLeafSeleniumTraining,java,False,False,,False,,False,,,
TestLeafInc/UiBank,https://github.com/TestLeafInc/UiBank,java,False,False,,False,,False,,,
TestMonkeys/cucumber-spring-logback,https://github.com/TestMonkeys/cucumber-spring-logback,java,False,False,,False,,False,,,
TestMonkeys/cucumber2-runner,https://github.com/TestMonkeys/cucumber2-runner,java,False,False,,False,,False,,,
TheKiddos/faith,https://github.com/TheKiddos/faith,java,False,False,,False,,False,,,
Thommyg5/Appium-Testng-Cucumber-Calculator-Demo,https://github.com/Thommyg5/Appium-Testng-Cucumber-Calculator-Demo,java,False,False,,False,,False,,,
TomasHampl/cucumber-seleniumgrid-skeleton,https://github.com/TomasHampl/cucumber-seleniumgrid-skeleton,java,False,False,,True,codeql-analysis.yml,False,,,
Tommac89/simple-jvm-cucumber,https://github.com/Tommac89/simple-jvm-cucumber,java,False,False,,False,,False,,,
Tricentis-SA/cucumber_java,https://github.com/Tricentis-SA/cucumber_java,java,False,False,,False,,False,,,
TsayDev/JavaScript-Playwright-Cucumber,https://github.com/TsayDev/JavaScript-Playwright-Cucumber,nodejs,False,True,STRONG,False,,False,,,
TugayUzumcu/PlaywrightCucumber,https://github.com/TugayUzumcu/PlaywrightCucumber,nodejs,False,False,,False,,False,,,
TugbaKilic33/ParaBankCucumberProject,https://github.com/TugbaKilic33/ParaBankCucumberProject,java,False,False,,False,,False,,,
TugbaKilic33/TechnoStudy-BDD-Automation,https://github.com/TugbaKilic33/TechnoStudy-BDD-Automation,java,False,False,,False,,False,,,
TurgayD34/EU3CucumberSelenium,https://github.com/TurgayD34/EU3CucumberSelenium,java,False,False,,False,,False,,,
UKHomeOffice/hocs-serenity-automation,https://github.com/UKHomeOffice/hocs-serenity-automation,java,False,False,,False,,False,,,
Ulrikop/cucumber-7,https://github.com/Ulrikop/cucumber-7,nodejs,False,False,,False,,False,,,
VigneshSrinivasaRaghavan/TestTribe_Playwright_Cucumber_Workshop_Mar2025,https://github.com/VigneshSrinivasaRaghavan/TestTribe_Playwright_Cucumber_Workshop_Mar2025,nodejs,False,True,STRONG,False,,False,,,
VikramNaik26/Selenium-Testing,https://github.com/VikramNaik26/Selenium-Testing,nodejs,False,False,,False,,False,,,
VinayKumarBM/API-Cucumber,https://github.com/VinayKumarBM/API-Cucumber,java,False,False,,True,maven.yml,True,,,
VinayKumarBM/Serenity-Sample,https://github.com/VinayKumarBM/Serenity-Sample,java,False,False,,True,main.yml,False,,,
VinayKumarBM/playwright-cucumber-sample,https://github.com/VinayKumarBM/playwright-cucumber-sample,nodejs,False,True,STRONG,True,main.yml,True,master,,False
Vishnupv160/playwright_Javascript_v1.0,https://github.com/Vishnupv160/playwright_Javascript_v1.0,nodejs,False,True,STRONG,False,,False,,,
VladimirSimonovski1/Selenium_Cucumber_Tests,https://github.com/VladimirSimonovski1/Selenium_Cucumber_Tests,nodejs,False,False,,False,,False,,,
VrushaliDudhane/BDD_UsingCucumberAndPOM,https://github.com/VrushaliDudhane/BDD_UsingCucumberAndPOM,java,False,False,,False,,False,,,
WarrenLin/CucumberSample,https://github.com/WarrenLin/CucumberSample,java,False,False,,False,,False,,,
Xceptance/neodymium-cucumber-example,https://github.com/Xceptance/neodymium-cucumber-example,java,False,False,,False,,False,,,
Xray-App/tutorial-js-webdriverio-cucumber,https://github.com/Xray-App/tutorial-js-webdriverio-cucumber,nodejs,False,False,,True,main-cloud.yml;main.yml,True,,,
YakovL/synpress-cucumber,https://github.com/YakovL/synpress-cucumber,nodejs,False,False,,False,,False,,,
Yaowenjie/Cucumber-Demo,https://github.com/Yaowenjie/Cucumber-Demo,java,False,False,,False,,False,,,
YevShch/Espresso-Addict-Playwright-Cucumber,https://github.com/YevShch/Espresso-Addict-Playwright-Cucumber,nodejs,True,True,MEDIUM,True,run-tests.yml,True,main,success,True
Yigit-Cam/MagentoCucumberProject,https://github.com/Yigit-Cam/MagentoCucumberProject,java,False,False,,False,,False,,,
Yigit-Cam/ParaBankCucumberProject,https://github.com/Yigit-Cam/ParaBankCucumberProject,java,False,False,,False,,False,,,
ZVasif/Cucumber_Staj_Project,https://github.com/ZVasif/Cucumber_Staj_Project,java,False,False,,False,,False,,,
Zarina92c/LibraryApplicationCucumberProject,https://github.com/Zarina92c/LibraryApplicationCucumberProject,java,False,False,,False,,False,,,
Zikri578/QA-Cucumber,https://github.com/Zikri578/QA-Cucumber,nodejs,False,False,,False,,False,,,
Zstefanov/AE-Automation-TS-Playwright,https://github.com/Zstefanov/AE-Automation-TS-Playwright,nodejs,True,True,STRONG,True,playwright.yml,True,main,success,True
a11n/android-cucumber-espresso,https://github.com/a11n/android-cucumber-espresso,java,False,False,,False,,False,,,
aasiamoqeem/PlaywrightCucumber,https://github.com/aasiamoqeem/PlaywrightCucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,failure,False
aatwi/GildedRose-BDD,https://github.com/aatwi/GildedRose-BDD,java,False,False,,False,,False,,,
ab054/cucumberJava,https://github.com/ab054/cucumberJava,java,False,False,,False,,False,,,
abayramus/cucumber-framework-template,https://github.com/abayramus/cucumber-framework-template,java,False,False,,False,,False,,,
abdelnaby1/fwd_project,https://github.com/abdelnaby1/fwd_project,nodejs,False,True,STRONG,False,,False,,,
abelmmt/cucumberCalculator,https://github.com/abelmmt/cucumberCalculator,nodejs,False,False,,False,,False,,,
abhilashkot/playwright_cucumber-BDD-_typescript,https://github.com/abhilashkot/playwright_cucumber-BDD-_typescript,nodejs,False,True,STRONG,False,,False,,,
abhishek8908/cucumber-v4-example,https://github.com/abhishek8908/cucumber-v4-example,java,False,False,,False,,False,,,
abhishekkadavil/RestAssured-Cucumber-Hybrid-Framework,https://github.com/abhishekkadavil/RestAssured-Cucumber-Hybrid-Framework,java,False,False,,True,unit-test.yml,True,,,
abhishekkadavil/Selenium4-Cucumber-Hybrid-Framework,https://github.com/abhishekkadavil/Selenium4-Cucumber-Hybrid-Framework,java,False,False,,False,,False,,,
aboviq/bun-test-cucumber,https://github.com/aboviq/bun-test-cucumber,nodejs,False,False,,True,test.yml,False,,,
abroer/cucumber-integration-test,https://github.com/abroer/cucumber-integration-test,java,False,False,,False,,False,,,
achmadns/cucumber-spring-example,https://github.com/achmadns/cucumber-spring-example,java,False,False,,False,,False,,,
adamcegielka/playwright-cucumber-bdd-typescript,https://github.com/adamcegielka/playwright-cucumber-bdd-typescript,nodejs,False,True,STRONG,True,issues.yml;playwright.yml;pull_request.yml,True,main,,False
adamopoulosa1980/selenium-cucumber-test,https://github.com/adamopoulosa1980/selenium-cucumber-test,java,False,False,,False,,False,,,
adamvinicius/aulaoCucumberJS,https://github.com/adamvinicius/aulaoCucumberJS,nodejs,False,False,,False,,False,,,
adg08101/class_2_selenium_cucumber_POM_BDD,https://github.com/adg08101/class_2_selenium_cucumber_POM_BDD,java,False,False,,False,,False,,,
adityapradanaa/playwright,https://github.com/adityapradanaa/playwright,nodejs,False,True,STRONG,False,,False,,,
afsarali273/AutomationPracticeSite-WebDriverio-Cucumber,https://github.com/afsarali273/AutomationPracticeSite-WebDriverio-Cucumber,nodejs,False,False,,True,node.js.yml,False,,,
afsarali273/GovTechAssignment,https://github.com/afsarali273/GovTechAssignment,java,False,False,,False,,False,,,
agonzales411/ariel-lab-5-mod-3-cucumber,https://github.com/agonzales411/ariel-lab-5-mod-3-cucumber,nodejs,False,False,,False,,False,,,
ahmadmg/cucumberjs-playwright,https://github.com/ahmadmg/cucumberjs-playwright,nodejs,True,True,STRONG,True,test.yml,True,main,success,True
ahmedmaged0a/SwagLabs_Demo,https://github.com/ahmedmaged0a/SwagLabs_Demo,java,False,False,,True,maven.yml,False,,,
ahsanasha/OrangeHrmLive,https://github.com/ahsanasha/OrangeHrmLive,java,False,False,,True,maven.yml,False,,,
ahxansubhani/playwright-automation-framwork-BDD,https://github.com/ahxansubhani/playwright-automation-framwork-BDD,nodejs,False,True,STRONG,True,main.yml,False,main,,False
ajibadeabd/Typescript-cucumber-tests,https://github.com/ajibadeabd/Typescript-cucumber-tests,nodejs,False,False,,False,,False,,,
ak-arsalan/Cucumber-Java-Framework-for-Beginners,https://github.com/ak-arsalan/Cucumber-Java-Framework-for-Beginners,java,False,False,,False,,False,,,
akashdktyagi/AutomationPoCCucumber,https://github.com/akashdktyagi/AutomationPoCCucumber,java,False,False,,False,,False,,,
akashdktyagi/CucumberAPIAutomation,https://github.com/akashdktyagi/CucumberAPIAutomation,java,False,False,,True,maven.yml,False,,,
akashdktyagi/cucumber-selenium-fw,https://github.com/akashdktyagi/cucumber-selenium-fw,java,False,False,,True,maven.yml,False,,,
akashdktyagi/test-framework-template-with-cucumber-testng,https://github.com/akashdktyagi/test-framework-template-with-cucumber-testng,java,False,False,,False,,False,,,
akshayp7/playwright-java-cucumber,https://github.com/akshayp7/playwright-java-cucumber,java,False,True,STRONG,False,,False,,,
aktibaba/cypress-cucumber-framework,https://github.com/aktibaba/cypress-cucumber-framework,nodejs,False,False,,False,,False,,,
akwasin/cucumber-playwright,https://github.com/akwasin/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
akyyev/ZeroBankCucumber,https://github.com/akyyev/ZeroBankCucumber,java,False,False,,False,,False,,,
alejandrobettini6/playwright-cucumber,https://github.com/alejandrobettini6/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
alexcandidos/Resultados-tse,https://github.com/alexcandidos/Resultados-tse,java,False,False,,False,,False,,,
alexej-strelzow/testcafe-cucumber-typescript,https://github.com/alexej-strelzow/testcafe-cucumber-typescript,nodejs,False,False,,False,,False,,,
alexrochas/cucumber-jvm-poc,https://github.com/alexrochas/cucumber-jvm-poc,java,False,False,,False,,False,,,
alexsavio/cucumber-playwright,https://github.com/alexsavio/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
alexvictoor/pitest-cucumber-plugin,https://github.com/alexvictoor/pitest-cucumber-plugin,java,False,False,,False,,False,,,
allure-cucumber-templates/cucumber-playwright-ts-allure,https://github.com/allure-cucumber-templates/cucumber-playwright-ts-allure,nodejs,False,True,STRONG,True,main-vm.yml,True,main,failure,False
allure-examples/allure-cucumber5-junit4-maven,https://github.com/allure-examples/allure-cucumber5-junit4-maven,java,False,False,,True,allure-cucumber5-junit4-maven.yml,True,,,
allure-examples/allure-cucumber5-testng-gradle,https://github.com/allure-examples/allure-cucumber5-testng-gradle,java,False,False,,True,allure-cucumber5-testng-gradle.yml,True,,,
allure-examples/cucumberjvm-junit4-maven,https://github.com/allure-examples/cucumberjvm-junit4-maven,java,False,False,,True,allure-report.yml,True,,,
allure-examples/cucumberjvm-testng-maven,https://github.com/allure-examples/cucumberjvm-testng-maven,java,False,False,,True,allure-report.yml,True,,,
allure-framework/allure-cucumberjvm,https://github.com/allure-framework/allure-cucumberjvm,java,False,False,,False,,False,,,
almarsimon/spring-boot-rest-cucumber,https://github.com/almarsimon/spring-boot-rest-cucumber,java,False,False,,False,,False,,,
alspcic/cucumber,https://github.com/alspcic/cucumber,java,False,False,,False,,False,,,
aluedeke/cucumber-jvm-example,https://github.com/aluedeke/cucumber-jvm-example,java,False,False,,False,,False,,,
alupandin/playwrightDemoCucumber,https://github.com/alupandin/playwrightDemoCucumber,nodejs,False,True,STRONG,False,,False,,,
alvitazwar/BDD-with-PlaywrightJs,https://github.com/alvitazwar/BDD-with-PlaywrightJs,nodejs,False,True,MEDIUM,False,,False,,,
amalsgit/restassured-serenitybdd-junit-cucumber,https://github.com/amalsgit/restassured-serenitybdd-junit-cucumber,java,False,False,,False,,False,,,
amalv/typescript-cucumber-bdd,https://github.com/amalv/typescript-cucumber-bdd,nodejs,False,False,,False,,False,,,
amankshah/PlaywrightCucumberBoilerplate,https://github.com/amankshah/PlaywrightCucumberBoilerplate,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
amiya-pattnaik/selenium-cucumber-java,https://github.com/amiya-pattnaik/selenium-cucumber-java,java,False,False,,False,,False,,,
anair-it/drools-cucumber,https://github.com/anair-it/drools-cucumber,java,False,False,,False,,False,,,
anandavii/ecommAutomation,https://github.com/anandavii/ecommAutomation,java,False,False,,False,,False,,,
anarissoy/TryCloud_Project_Cucumber,https://github.com/anarissoy/TryCloud_Project_Cucumber,java,False,False,,False,,False,,,
andgerashchenko/VyTrackAutomation_cucumber_project,https://github.com/andgerashchenko/VyTrackAutomation_cucumber_project,java,False,False,,False,,False,,,
andredesousa/spring-cucumber-mockserver,https://github.com/andredesousa/spring-cucumber-mockserver,java,False,False,,False,,False,,,
andrewwh/cucumber-starter,https://github.com/andrewwh/cucumber-starter,nodejs,False,False,,False,,False,,,
andytheqaguy/SimpleBooksAPITesting,https://github.com/andytheqaguy/SimpleBooksAPITesting,java,False,False,,False,,False,,,
angiejones/restassured-with-cucumber-demo,https://github.com/angiejones/restassured-with-cucumber-demo,java,False,False,,False,,False,,,
anhtester/AutomationFrameworkCucumberTestNG,https://github.com/anhtester/AutomationFrameworkCucumberTestNG,java,False,False,,True,maven.yml,True,,,
anildhiman88/restAssured-BDD-automation,https://github.com/anildhiman88/restAssured-BDD-automation,java,False,False,,False,,False,,,
anilhorasan/Automation-Test-CI_CD,https://github.com/anilhorasan/Automation-Test-CI_CD,java,False,False,,False,,False,,,
anilthota26/Cucumber-Java-Selenium,https://github.com/anilthota26/Cucumber-Java-Selenium,java,False,False,,False,,False,,,
ankita21gaikwad/playwright-cucumber,https://github.com/ankita21gaikwad/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
ankithakur011/Cucumber_Framework,https://github.com/ankithakur011/Cucumber_Framework,java,False,False,,False,,False,,,
anonymax25/cucumber-typescript-example,https://github.com/anonymax25/cucumber-typescript-example,nodejs,False,False,,True,test_cucumber.yml;test_unit.yml,True,,,
apickli/apickli,https://github.com/apickli/apickli,nodejs,False,False,,True,main.yaml,False,,,
applitools/workshop-applitools-se-java-cuke,https://github.com/applitools/workshop-applitools-se-java-cuke,java,False,False,,True,test.yml,True,,,
aqib1/Revolut_Task,https://github.com/aqib1/Revolut_Task,java,False,False,,False,,False,,,
arafkarsh/ms-test-quickstart,https://github.com/arafkarsh/ms-test-quickstart,java,False,False,,False,,False,,,
aravind12c/parlleltestCucumber,https://github.com/aravind12c/parlleltestCucumber,java,False,False,,False,,False,,,
arbaaz100/cucumber-playwright,https://github.com/arbaaz100/cucumber-playwright,nodejs,False,True,STRONG,False,,False,,,
arbiminanda19/appium-cucumber-cicle-staging,https://github.com/arbiminanda19/appium-cucumber-cicle-staging,java,False,False,,False,,False,,,
arbiminanda19/appium-cucumber-wdioapp-android-ios,https://github.com/arbiminanda19/appium-cucumber-wdioapp-android-ios,java,False,False,,False,,False,,,
archfirst/java-cucumber-template,https://github.com/archfirst/java-cucumber-template,java,False,False,,False,,False,,,
ariellsantos/cucumber_post,https://github.com/ariellsantos/cucumber_post,nodejs,False,False,,False,,False,,,
arifiandi/playwright-cucumber-playground,https://github.com/arifiandi/playwright-cucumber-playground,nodejs,False,True,STRONG,False,,False,,,
arisfatahillah/cucumber-webdriverio,https://github.com/arisfatahillah/cucumber-webdriverio,nodejs,False,False,,False,,False,,,
arjungangadharan007/CucumberBDD-Allure,https://github.com/arjungangadharan007/CucumberBDD-Allure,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
arnaud-dezandee/cucumber-mink,https://github.com/arnaud-dezandee/cucumber-mink,nodejs,False,False,,True,release.yml;test.yml,True,,,
arnosthavelka/junit-poc,https://github.com/arnosthavelka/junit-poc,java,False,False,,True,maven.yml,False,,,
arslanyasin330/Playwright-cucumber,https://github.com/arslanyasin330/Playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
artinalbert/cucumber-in-loop-minimum-viable-example,https://github.com/artinalbert/cucumber-in-loop-minimum-viable-example,nodejs,False,False,,False,,False,,,
ashenwgt/awesome-bdd-with-cucumber,https://github.com/ashenwgt/awesome-bdd-with-cucumber,java,False,False,,False,,False,,,
asifapasha/EcommerceWebAutomation,https://github.com/asifapasha/EcommerceWebAutomation,java,False,False,,False,,False,,,
askeyid/CucumberSeleniumTS,https://github.com/askeyid/CucumberSeleniumTS,nodejs,False,False,,False,,False,,,
asyabhi/Playwright-Cucumber,https://github.com/asyabhi/Playwright-Cucumber,nodejs,False,True,STRONG,False,,False,,,
atSistemas/techday-7,https://github.com/atSistemas/techday-7,java,False,False,,False,,False,,,
athakur012/play-ts-cucumber,https://github.com/athakur012/play-ts-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
atishn/Selenium-cucumber-with-Spring,https://github.com/atishn/Selenium-cucumber-with-Spring,java,False,False,,False,,False,,,
aurelien-reeves/cucumber-js-esm-example,https://github.com/aurelien-reeves/cucumber-js-esm-example,nodejs,False,False,,True,ci.yml,False,,,
automationExamples/Playwright-Cucumber-Exercise,https://github.com/automationExamples/Playwright-Cucumber-Exercise,nodejs,True,True,MEDIUM,True,dispatch-to-grader.yml,True,main,success,True
av1v3k/learn-cucumber,https://github.com/av1v3k/learn-cucumber,nodejs,False,False,,False,,False,,,
aws-samples/aws-cdk-pipelines-cucumber-bdd,https://github.com/aws-samples/aws-cdk-pipelines-cucumber-bdd,nodejs,False,False,,False,,False,,,
aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,https://github.com/aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,java,False,False,,False,,False,,,
bach-tran/intro-to-cucumber,https://github.com/bach-tran/intro-to-cucumber,java,False,False,,False,,False,,,
baento/tsflow,https://github.com/baento/tsflow,nodejs,False,False,,True,ci.yml;release.yml,True,,,
baleola/agify-cucumber,https://github.com/baleola/agify-cucumber,nodejs,False,False,,True,test.yml,True,,,
batch2991/playwright_cucumber1,https://github.com/batch2991/playwright_cucumber1,nodejs,False,True,STRONG,False,,False,,,
bazylMN/cucumber-java-spring,https://github.com/bazylMN/cucumber-java-spring,java,False,False,,False,,False,,,
bazylMN/cucumber-java-webdriver-manager,https://github.com/bazylMN/cucumber-java-webdriver-manager,java,False,False,,False,,False,,,
bbuddies/bbuddy-cucumber-jvm-lseg,https://github.com/bbuddies/bbuddy-cucumber-jvm-lseg,java,False,False,,False,,False,,,
bcarun/cucumber-samples,https://github.com/bcarun/cucumber-samples,java,False,False,,False,,False,,,
bdd-in-action/chapter-12-flying-high-cucumber,https://github.com/bdd-in-action/chapter-12-flying-high-cucumber,java,False,False,,False,,False,,,
bekaarcoder/playwright-cucumber,https://github.com/bekaarcoder/playwright-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
belfaqir/wdio-cucumber,https://github.com/belfaqir/wdio-cucumber,nodejs,False,False,,False,,False,,,
benwaar/automated-testing,https://github.com/benwaar/automated-testing,nodejs,False,True,STRONG,True,playwright.yml,True,main,failure,False
