name,url,language,included,pw_detected,pw_confidence,has_workflows,workflow_files,mentions_test,default_branch,latest_run_conclusion,verified_passing
benweese/Java_Automation,https://github.com/benweese/Java_Automation,java,False,False,,True,maven.yml,True,,,
bhecquet/seleniumRobot,https://github.com/bhecquet/seleniumRobot,java,False,False,,True,build.yml;codeql-analysis.yml;maven-publish.yml;test_maven.yml;toc.yml,True,,,
bilallgunaydin/Register_Training_With_Cucumber,https://github.com/bilallgunaydin/Register_Training_With_Cucumber,java,False,False,,False,,False,,,
bitcoder/cucumber-java-calc,https://github.com/bitcoder/cucumber-java-calc,java,False,False,,True,main-cloud.yml;main-standard.yml,True,,,
bley-gold/Cucumber-and-JUnit-Test-Automation,https://github.com/bley-gold/Cucumber-and-JUnit-Test-Automation,java,False,False,,False,,False,,,
bobbyecho/wdio-serenityjs-cucumber-saucelabs,https://github.com/bobbyecho/wdio-serenityjs-cucumber-saucelabs,nodejs,False,False,,False,,False,,,
boris-t/Selenide-cucumber-allure,https://github.com/boris-t/Selenide-cucumber-allure,java,False,False,,False,,False,,,
borisskert/springboot-cucumber-wiremock-example,https://github.com/borisskert/springboot-cucumber-wiremock-example,java,False,False,,True,maven.yml,False,,,
bouslimi/selenium-cucumber-junit,https://github.com/bouslimi/selenium-cucumber-junit,java,False,False,,False,,False,,,
brignano/cucumber-playwright,https://github.com/brignano/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,failure,False
browserstack/cucumber-java-browserstack,https://github.com/browserstack/cucumber-java-browserstack,java,False,False,,True,Semgrep.yml;maven-workflow-run.yml,True,,,
browserstack/cucumber-js-browserstack,https://github.com/browserstack/cucumber-js-browserstack,nodejs,False,False,,True,Semgrep.yml;reviewing_changes.yml,True,,,
bulutluoz/Bilgeadam_API_Cucumber_Winter2024,https://github.com/bulutluoz/Bilgeadam_API_Cucumber_Winter2024,java,False,False,,False,,False,,,
busebozkurtt/imdb-ui-test,https://github.com/busebozkurtt/imdb-ui-test,java,False,False,,False,,False,,,
byKosta/MavenAndTestNG,https://github.com/byKosta/MavenAndTestNG,java,False,False,,True,cancel.yml;ci.yml,True,,,
bykgz/Playwright_Cucumber,https://github.com/bykgz/Playwright_Cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,master,,False
cadmiumkitty/cucumber-jmeter-r-integration,https://github.com/cadmiumkitty/cucumber-jmeter-r-integration,java,False,False,,False,,False,,,
callmencah/Selenium-Junit_Cucumber,https://github.com/callmencah/Selenium-Junit_Cucumber,java,False,False,,False,,False,,,
callnirajgupta/CucumberSelenium,https://github.com/callnirajgupta/CucumberSelenium,java,False,False,,False,,False,,,
cap-js-community/cds-cucumber,https://github.com/cap-js-community/cds-cucumber,nodejs,False,False,,True,bookshop.local.ui5.yml;bookshop.yml;checkAPI.yml;gettingStarted.cached.ui5.tgz.yml;gettingStarted.cached.ui5.yml;gettingStarted.yml;release.yml;sflight.local.ui5.yml;sflight.yml,True,,,
carizam/Playwright-cucumber-swaglabs,https://github.com/carizam/Playwright-cucumber-swaglabs,nodejs,False,True,STRONG,False,,False,,,
carlosvagnoni/JavaSeleniumCucumber,https://github.com/carlosvagnoni/JavaSeleniumCucumber,java,False,False,,False,,False,,,
carlosvagnoni/typescript_playwright_cucumber,https://github.com/carlosvagnoni/typescript_playwright_cucumber,nodejs,False,True,STRONG,False,,False,,,
cedaniel200/appium-screenplay-pageobject,https://github.com/cedaniel200/appium-screenplay-pageobject,java,False,False,,False,,False,,,
cedaniel200/example-of-Screenplay-Rest-and-SOAP,https://github.com/cedaniel200/example-of-Screenplay-Rest-and-SOAP,java,False,False,,False,,False,,,
cedaniel200/screenplay-google-translate,https://github.com/cedaniel200/screenplay-google-translate,java,False,False,,False,,False,,,
cedaniel200/screenplay-starc,https://github.com/cedaniel200/screenplay-starc,java,False,False,,False,,False,,,
cedaniel200/screenplay-windows-application-driver,https://github.com/cedaniel200/screenplay-windows-application-driver,java,False,False,,False,,False,,,
cepnif/playwright-test-automation,https://github.com/cepnif/playwright-test-automation,java,False,True,STRONG,False,,False,,,
cesar1414/playwright-frameworkUIOnly,https://github.com/cesar1414/playwright-frameworkUIOnly,nodejs,False,True,STRONG,False,,False,,,
cgjangid/selenium-cucumber-jvm-testNG-pom-bdd,https://github.com/cgjangid/selenium-cucumber-jvm-testNG-pom-bdd,java,False,False,,False,,False,,,
chaminda204/bdd-cucumber,https://github.com/chaminda204/bdd-cucumber,java,False,False,,False,,False,,,
cheetirala/bankingapptests,https://github.com/cheetirala/bankingapptests,java,False,False,,False,,False,,,
chen-196-hub/e2e-scenario,https://github.com/chen-196-hub/e2e-scenario,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
chenpeng9/cucumber-java,https://github.com/chenpeng9/cucumber-java,java,False,False,,False,,False,,,
chiragkhimani/devx-fall-2022-cucumber-framework,https://github.com/chiragkhimani/devx-fall-2022-cucumber-framework,java,False,False,,False,,False,,,
chonglee30/Playwright-Cucumber,https://github.com/chonglee30/Playwright-Cucumber,nodejs,True,True,STRONG,True,playwright.yml,True,main,success,True
cihat-kose/zerobank-selenium-cucumber-ui-test-automation,https://github.com/cihat-kose/zerobank-selenium-cucumber-ui-test-automation,java,False,False,,False,,False,,,
cipivanov/serenity-screenplay-pattern,https://github.com/cipivanov/serenity-screenplay-pattern,java,False,False,,False,,False,,,
cjmarkham/Gherklin,https://github.com/cjmarkham/Gherklin,nodejs,False,False,,True,ci.yml,True,,,
clovisolivier/api-cucumber-java,https://github.com/clovisolivier/api-cucumber-java,java,False,False,,False,,False,,,
cmccarthyIrl/spring-cucumber-appium,https://github.com/cmccarthyIrl/spring-cucumber-appium,java,False,False,,False,,False,,,
cmccarthyIrl/spring-cucumber-junit-parallel-test-harness,https://github.com/cmccarthyIrl/spring-cucumber-junit-parallel-test-harness,java,False,False,,True,test.yml,False,,,
cmccarthyIrl/spring-cucumber-serenity-test-harness,https://github.com/cmccarthyIrl/spring-cucumber-serenity-test-harness,java,False,False,,False,,False,,,
cmccarthyIrl/spring-cucumber-testng-parallel-test-harness,https://github.com/cmccarthyIrl/spring-cucumber-testng-parallel-test-harness,java,False,False,,True,run.yml,True,,,
cncoding101/test-automation-with-ppcc,https://github.com/cncoding101/test-automation-with-ppcc,nodejs,False,True,STRONG,True,test.workflow.yml,True,master,,False
code-chimp/bdd-react-app,https://github.com/code-chimp/bdd-react-app,nodejs,False,True,MEDIUM,False,,False,,,
codesworld/PlaywrightBDD,https://github.com/codesworld/PlaywrightBDD,nodejs,False,True,STRONG,True,playwright.yml,True,master,,False
codingstones/cucumber-java,https://github.com/codingstones/cucumber-java,java,False,False,,False,,False,,,
codoid-repos/cucumber-di-example,https://github.com/codoid-repos/cucumber-di-example,java,False,False,,False,,False,,,
connor-hitchcock/Leftovers-The-Ecommerce-Food-Web-App,https://github.com/connor-hitchcock/Leftovers-The-Ecommerce-Food-Web-App,java,False,False,,False,,False,,,
contactkkiran/playwrightCucumber,https://github.com/contactkkiran/playwrightCucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
copeautomation/wdio-cucumber-e2e-test,https://github.com/copeautomation/wdio-cucumber-e2e-test,nodejs,False,False,,True,wdio.ci.yml,True,,,
cosminCirstea/pw.ts.cuke,https://github.com/cosminCirstea/pw.ts.cuke,nodejs,False,True,STRONG,False,,False,,,
cronn/cucumber-junit5-example,https://github.com/cronn/cucumber-junit5-example,java,False,False,,True,codeql-analysis.yml;gradle.yml;update-dependencies.yml;update-gradle-wrapper.yml,True,,,
crs1138/cucumber-shouty,https://github.com/crs1138/cucumber-shouty,nodejs,False,False,,False,,False,,,
ctco/cukes,https://github.com/ctco/cukes,java,False,False,,False,,False,,,
cucumber-attic/cucumber-jvm-gosu,https://github.com/cucumber-attic/cucumber-jvm-gosu,java,False,False,,False,,False,,,
cucumber-attic/cucumber-jvm-jython,https://github.com/cucumber-attic/cucumber-jvm-jython,java,False,False,,False,,False,,,
cucumber-examples/shouty.js,https://github.com/cucumber-examples/shouty.js,nodejs,False,False,,False,,False,,,
cucumber-ltd/cucumber-school-java,https://github.com/cucumber-ltd/cucumber-school-java,java,False,False,,False,,False,,,
cucumber/cucumber-eclipse,https://github.com/cucumber/cucumber-eclipse,java,False,False,,True,deploy.yml;test.yaml;zizmor-analysis.yaml,True,,,
cucumber/cucumber-electron,https://github.com/cucumber/cucumber-electron,nodejs,False,False,,True,build.yml,False,,,
cucumber/cucumber-java-skeleton,https://github.com/cucumber/cucumber-java-skeleton,java,False,False,,True,test-java.yml;zizmor-analysis.yaml,False,,,
cucumber/cucumber-js,https://github.com/cucumber/cucumber-js,nodejs,False,False,,True,build.yml;codeql-javascript.yaml;release-github.yml;release-npm.yml;release-site.yml;stale.yml;zizmor-analysis.yaml,True,,,
cucumber/cucumber-json-converter,https://github.com/cucumber/cucumber-json-converter,nodejs,False,False,,True,codeql-javascript.yaml;release-github.yaml;release-npm.yml;test.yaml;zizmor-analysis.yaml,True,,,
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,java,False,False,,True,codeql-java.yaml;release-github.yml;release-mvn.yaml;test-java.yaml;zizmor-analysis.yaml,True,,,
cucumber/cucumber-jvm-groovy,https://github.com/cucumber/cucumber-jvm-groovy,java,False,False,,True,test-java.yml,False,,,
cucumber/fake-cucumber,https://github.com/cucumber/fake-cucumber,nodejs,False,False,,True,release.yml;test.yml,True,,,
cucumber/screenplay.js.examples,https://github.com/cucumber/screenplay.js.examples,nodejs,False,False,,True,codeql-javascript.yaml;test-javascript.yaml;zizmor-analysis.yaml,True,,,
cvenkatreddy/restassured-serenity-cucumber,https://github.com/cvenkatreddy/restassured-serenity-cucumber,java,False,False,,False,,False,,,
czeczotka/cucumber-jvm-maven,https://github.com/czeczotka/cucumber-jvm-maven,java,False,False,,False,,False,,,
czeczotka/cucumber-jvm-regex,https://github.com/czeczotka/cucumber-jvm-regex,java,False,False,,False,,False,,,
dabogee/com.dabogee.io.cucumber.rerun-poc,https://github.com/dabogee/com.dabogee.io.cucumber.rerun-poc,java,False,False,,False,,False,,,
daihiep-citynow/playwright-cucumber,https://github.com/daihiep-citynow/playwright-cucumber,nodejs,False,True,MEDIUM,True,page.yml,False,main,,False
dajagtap4/playwright_Framework_With_CucumberBDD,https://github.com/dajagtap4/playwright_Framework_With_CucumberBDD,nodejs,False,True,STRONG,False,,False,,,
dakotaJang/cucumber-playwright-typescript-starter,https://github.com/dakotaJang/cucumber-playwright-typescript-starter,nodejs,False,True,STRONG,False,,False,,,
dannybarrientos/playwright-cucumber,https://github.com/dannybarrientos/playwright-cucumber,nodejs,False,True,STRONG,True,test.yml,True,master,,False
daropotter/cucumber-js-demo,https://github.com/daropotter/cucumber-js-demo,nodejs,False,False,,False,,False,,,
david2701palacios/playwrightCucumber,https://github.com/david2701palacios/playwrightCucumber,nodejs,False,True,STRONG,False,,False,,,
davidjgoss/cucumber-puppeteer-typescript-starter,https://github.com/davidjgoss/cucumber-puppeteer-typescript-starter,nodejs,False,False,,False,,False,,,
daxone222/pwpoc,https://github.com/daxone222/pwpoc,nodejs,False,True,STRONG,True,test.yml,True,master,,False
dayvid-d1/play-cucumber,https://github.com/dayvid-d1/play-cucumber,nodejs,False,True,STRONG,False,,False,,,
dco5scp/playwright-cucumber,https://github.com/dco5scp/playwright-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
dcodesdev/playwright-cucumber-tutorial,https://github.com/dcodesdev/playwright-cucumber-tutorial,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
deblockt/cucumber-datatable-to-bean-mapping,https://github.com/deblockt/cucumber-datatable-to-bean-mapping,java,False,False,,True,release.yml;test.yml,False,,,
deblockt/cucumber-report-annotations-action,https://github.com/deblockt/cucumber-report-annotations-action,nodejs,False,False,,True,pr-check.yml;test.yml,True,,,
deekshith246/cucumber-Framework,https://github.com/deekshith246/cucumber-Framework,nodejs,False,True,MEDIUM,True,main.yml,True,main,,False
denizbabayaka/Playwright-Cucumber-Java,https://github.com/denizbabayaka/Playwright-Cucumber-Java,java,False,True,STRONG,False,,False,,,
depapp/pusakatest,https://github.com/depapp/pusakatest,nodejs,False,False,,True,ci.yml,True,,,
dev-madhurendra/bdd-cucumber,https://github.com/dev-madhurendra/bdd-cucumber,java,False,False,,False,,False,,,
dev-wahyuinc/wahyuinc-serenity-js-cucumber-webdriverio-template,https://github.com/dev-wahyuinc/wahyuinc-serenity-js-cucumber-webdriverio-template,nodejs,False,False,,True,main.yml,True,,,
dev9com/cucumber-java-selenium-example,https://github.com/dev9com/cucumber-java-selenium-example,java,False,False,,False,,False,,,
devdesk1/PlaywrightCucumber,https://github.com/devdesk1/PlaywrightCucumber,nodejs,False,True,STRONG,False,,False,,,
dezlearn/dezinnia-cucumber,https://github.com/dezlearn/dezinnia-cucumber,java,False,False,,False,,False,,,
dhil0325/java-cucumber-web-master,https://github.com/dhil0325/java-cucumber-web-master,java,False,False,,False,,False,,,
dilankadon/AppiumCrossPlatformIosAndroid,https://github.com/dilankadon/AppiumCrossPlatformIosAndroid,java,False,False,,False,,False,,,
dilshan5/ttaf-ui-intive,https://github.com/dilshan5/ttaf-ui-intive,java,False,False,,False,,False,,,
dimazelinskyi/jacoco-coverage-cucumber-unit-tests,https://github.com/dimazelinskyi/jacoco-coverage-cucumber-unit-tests,java,False,False,,False,,False,,,
dionisggr/saucedemo,https://github.com/dionisggr/saucedemo,nodejs,False,False,,False,,False,,,
divyacodeprac/Cucumber_TS,https://github.com/divyacodeprac/Cucumber_TS,nodejs,False,True,STRONG,False,,False,,,
dkowis/Cucumber-JVM-Example,https://github.com/dkowis/Cucumber-JVM-Example,java,False,False,,False,,False,,,
dkowis/cucumber-jvm-hybrid-example,https://github.com/dkowis/cucumber-jvm-hybrid-example,java,False,False,,False,,False,,,
dmytro-ch21/Selenium-Cucumber-Demo-Framework,https://github.com/dmytro-ch21/Selenium-Cucumber-Demo-Framework,java,False,False,,False,,False,,,
dntthuan064/playwright-bdd-project,https://github.com/dntthuan064/playwright-bdd-project,nodejs,True,True,STRONG,True,playwright.yml;slack-notify-2.yml;slack-notify.yml,True,main,success,True
doamaral/api-testing-cucumber,https://github.com/doamaral/api-testing-cucumber,nodejs,False,False,,True,base.yml,True,,,
doansontung1986/RestAssuredCucumberParallel,https://github.com/doansontung1986/RestAssuredCucumberParallel,java,False,False,,False,,False,,,
dodie/cucumber-gifreporter-experiment,https://github.com/dodie/cucumber-gifreporter-experiment,java,False,False,,False,,False,,,
donesvad/java-ui-test-github,https://github.com/donesvad/java-ui-test-github,java,False,False,,True,pr-check.yml;selenium-test.yml,True,,,
dongoloid/selenium-stream-lambda,https://github.com/dongoloid/selenium-stream-lambda,java,False,False,,False,,False,,,
douglaslb/playwright-cucumber,https://github.com/douglaslb/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
dougnoel/sentinel,https://github.com/dougnoel/sentinel,java,False,False,,True,codeql-analysis.yml;maven.yml,False,,,
dsaurabhc/Playwright-Cucumber-Framework,https://github.com/dsaurabhc/Playwright-Cucumber-Framework,nodejs,False,True,MEDIUM,True,playwright.yml,True,main,failure,False
dshaplyko/pw-cucumber,https://github.com/dshaplyko/pw-cucumber,nodejs,False,True,STRONG,False,,False,,,
dtacademyb8/duotify-cucumber-bdd-framework,https://github.com/dtacademyb8/duotify-cucumber-bdd-framework,java,False,False,,False,,False,,,
durgac2012/Playwright-Cucumber-Exercise1,https://github.com/durgac2012/Playwright-Cucumber-Exercise1,nodejs,False,True,MEDIUM,False,,False,,,
dwikifadhilah/Cucumber-Selenium-Java-Test,https://github.com/dwikifadhilah/Cucumber-Selenium-Java-Test,java,False,False,,False,,False,,,
dyasinaroglan/CucumberWorking,https://github.com/dyasinaroglan/CucumberWorking,java,False,False,,False,,False,,,
e2cabral/boilerplate-lambda-jest-cucumber,https://github.com/e2cabral/boilerplate-lambda-jest-cucumber,nodejs,False,False,,False,,False,,,
earvinnill/cucumber-playwright,https://github.com/earvinnill/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,failure,False
eccanto/base-cucumber-selenium-java,https://github.com/eccanto/base-cucumber-selenium-java,java,False,False,,False,,False,,,
eddiejaoude/video-tdd-api-pactumjs-cucumber,https://github.com/eddiejaoude/video-tdd-api-pactumjs-cucumber,nodejs,False,False,,False,,False,,,
edibImamovic/SeleniumWithCucumber,https://github.com/edibImamovic/SeleniumWithCucumber,java,False,False,,False,,False,,,
edmundackah/puppeteer-bdd-poc,https://github.com/edmundackah/puppeteer-bdd-poc,nodejs,False,False,,False,,False,,,
edzzh/Playwright-CucumberJS-TypeScript-E2E-Framework,https://github.com/edzzh/Playwright-CucumberJS-TypeScript-E2E-Framework,nodejs,False,True,STRONG,False,,False,,,
einnor/gherkin-demo,https://github.com/einnor/gherkin-demo,nodejs,False,False,,False,,False,,,
ekim197711/springboot-cucumber,https://github.com/ekim197711/springboot-cucumber,java,False,False,,False,,False,,,
el-ser/cucumber-pactum,https://github.com/el-ser/cucumber-pactum,nodejs,False,False,,False,,False,,,
elct9620/cucumber-playwright-example,https://github.com/elct9620/cucumber-playwright-example,nodejs,False,True,STRONG,True,cucumber.yml,True,main,,False
elliot710/af-testing,https://github.com/elliot710/af-testing,nodejs,False,True,STRONG,False,,False,,,
emIsmaeel/Playwright-cucumber,https://github.com/emIsmaeel/Playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
emZubair/Playwright-cucumber,https://github.com/emZubair/Playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
emmasuzuki/CucumberEspressoDemo,https://github.com/emmasuzuki/CucumberEspressoDemo,java,False,False,,False,,False,,,
emrahaktepe/BriteERP_Project,https://github.com/emrahaktepe/BriteERP_Project,java,False,False,,False,,False,,,
emreduman3146/05_CucumberSelenium,https://github.com/emreduman3146/05_CucumberSelenium,java,False,False,,False,,False,,,
emrtnm/TestMersys,https://github.com/emrtnm/TestMersys,java,False,False,,False,,False,,,
emrtnm/cucumber-automation-framework,https://github.com/emrtnm/cucumber-automation-framework,java,False,False,,False,,False,,,
erhanilgar/CucumberPlaywright,https://github.com/erhanilgar/CucumberPlaywright,nodejs,False,True,STRONG,True,playwright.yml,True,main,failure,False
erlevren/Cucumber_AutomationExercises,https://github.com/erlevren/Cucumber_AutomationExercises,java,False,False,,False,,False,,,
eroshenkoam/allure-cucumberjs,https://github.com/eroshenkoam/allure-cucumberjs,nodejs,False,False,,False,,False,,,
erukulamadhubugtester/MYJ-Cucumber-Selenium-TS-Full-StackAutomation-E2E-,https://github.com/erukulamadhubugtester/MYJ-Cucumber-Selenium-TS-Full-StackAutomation-E2E-,nodejs,False,False,,False,,False,,,
estefafdez/selenium-cucumber,https://github.com/estefafdez/selenium-cucumber,java,False,False,,False,,False,,,
euroTech-sdet/batch3-CucumberSelenium,https://github.com/euroTech-sdet/batch3-CucumberSelenium,java,False,False,,False,,False,,,
excellentdrums/Cucumber-JVM-Spring-MVC-Test-HTMLUnit-Demo,https://github.com/excellentdrums/Cucumber-JVM-Spring-MVC-Test-HTMLUnit-Demo,java,False,False,,False,,False,,,
executeautomation/Cucumber-jvm,https://github.com/executeautomation/Cucumber-jvm,java,False,False,,True,maven.yml,False,,,
executeautomation/SeleniumGitHubActions,https://github.com/executeautomation/SeleniumGitHubActions,java,False,False,,True,maven.yml,True,,,
explosivose/cucumber-example-ts-node-react,https://github.com/explosivose/cucumber-example-ts-node-react,nodejs,False,False,,False,,False,,,
extent-framework/extentreports-cucumber2-adapter,https://github.com/extent-framework/extentreports-cucumber2-adapter,java,False,False,,False,,False,,,
extent-framework/extentreports-cucumber4-adapter,https://github.com/extent-framework/extentreports-cucumber4-adapter,java,False,False,,False,,False,,,
extrawest/BDD-Charge-Point-Tester-via-OCPP-J-,https://github.com/extrawest/BDD-Charge-Point-Tester-via-OCPP-J-,java,False,False,,True,release-publish.yml;snapshot-publish.yml,False,,,
extrawest/bdd_ocpi_2.2.1_emsp,https://github.com/extrawest/bdd_ocpi_2.2.1_emsp,java,False,False,,False,,False,,,
eyupUK/playwright-cucumber-nft,https://github.com/eyupUK/playwright-cucumber-nft,nodejs,True,True,STRONG,True,k6-grafana.yml;playwright.yml,True,main,success,True
farukyucel5/Arabam.comTestCasesWithCucumber,https://github.com/farukyucel5/Arabam.comTestCasesWithCucumber,java,False,False,,False,,False,,,
farukyucel5/FacebookLoginFunctionalityWithCucumberJava,https://github.com/farukyucel5/FacebookLoginFunctionalityWithCucumberJava,java,False,False,,False,,False,,,
farukyucel5/TestiniomTrelloCucumberApiCaseStudy,https://github.com/farukyucel5/TestiniomTrelloCucumberApiCaseStudy,java,False,False,,False,,False,,,
fedealdosivi/playwright-cucumber,https://github.com/fedealdosivi/playwright-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
feeroz123/ES_Playwright_Demo,https://github.com/feeroz123/ES_Playwright_Demo,nodejs,False,True,STRONG,False,,False,,,
filland/social-network-java-spring-wiremock-cucumber-e2e-test,https://github.com/filland/social-network-java-spring-wiremock-cucumber-e2e-test,java,False,False,,False,,False,,,
firagapratama/LoginAutomationTDD,https://github.com/firagapratama/LoginAutomationTDD,java,False,False,,False,,False,,,
florinungur/RCNIT,https://github.com/florinungur/RCNIT,java,False,False,,False,,False,,,
fmarinoa/cucumber-api-testing,https://github.com/fmarinoa/cucumber-api-testing,nodejs,False,False,,True,run-test-with-amplify.yml;run-test.yml,True,,,
formentor-studio/dapp-auction-with-bdd-cucumber,https://github.com/formentor-studio/dapp-auction-with-bdd-cucumber,nodejs,False,False,,True,CI.yml,True,,,
foysal619/Login-Module-Automation-Selenium-Cucumber,https://github.com/foysal619/Login-Module-Automation-Selenium-Cucumber,java,False,False,,False,,False,,,
francislainy/cucumber-spring-boilerplate,https://github.com/francislainy/cucumber-spring-boilerplate,java,False,False,,False,,False,,,
freeautomationlearning/RestAssurredCucumber,https://github.com/freeautomationlearning/RestAssurredCucumber,java,False,False,,False,,False,,,
fslev/cucumber-jutils,https://github.com/fslev/cucumber-jutils,java,False,False,,True,jekyll-gh-pages.yml;maven.yml,True,,,
ftavilla/playwright-cucumber,https://github.com/ftavilla/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
gabrielstar/cucumber,https://github.com/gabrielstar/cucumber,java,False,False,,False,,False,,,
gauravkarvir/cucumber_testng_java,https://github.com/gauravkarvir/cucumber_testng_java,java,False,False,,False,,False,,,
gdautoqa/playwright-ui-bdd-cucumber,https://github.com/gdautoqa/playwright-ui-bdd-cucumber,nodejs,False,False,,False,,False,,,
generalui/getting-started-with-bdd,https://github.com/generalui/getting-started-with-bdd,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
gftf2011/clean-node-file-uploader-api-js,https://github.com/gftf2011/clean-node-file-uploader-api-js,nodejs,False,False,,False,,False,,,
gherkin-by-example/java-cucumber,https://github.com/gherkin-by-example/java-cucumber,java,False,False,,True,codacy-analysis.yml;maven.yml,True,,,
ghoosiafatima/cucumber,https://github.com/ghoosiafatima/cucumber,nodejs,False,False,,False,,False,,,
ghoshasish99/Appium-Cucumber-Browserstack,https://github.com/ghoshasish99/Appium-Cucumber-Browserstack,java,False,False,,True,maven.yml,True,,,
ghoshasish99/Appium-Cucumber-RWD-BrowserStack,https://github.com/ghoshasish99/Appium-Cucumber-RWD-BrowserStack,java,False,False,,True,maven.yml,True,,,
ghoshasish99/Cucumber-Docker-AzureDevOps,https://github.com/ghoshasish99/Cucumber-Docker-AzureDevOps,java,False,False,,False,,False,,,
ghoshasish99/Playwright-Java-Cucumber,https://github.com/ghoshasish99/Playwright-Java-Cucumber,java,False,True,STRONG,True,maven.yml,True,main,,False
ghoshasish99/Selenium-Cucumber-Moon,https://github.com/ghoshasish99/Selenium-Cucumber-Moon,java,False,False,,True,maven.yml,True,,,
ghoshasish99/SerenityRestAssured,https://github.com/ghoshasish99/SerenityRestAssured,java,False,False,,True,maven.yml,True,,,
gili1010/Framework-Thanos,https://github.com/gili1010/Framework-Thanos,nodejs,False,True,STRONG,False,,False,,,
gingeleski/cucumber-spring-security-tests,https://github.com/gingeleski/cucumber-spring-security-tests,java,False,False,,False,,False,,,
gingeleski/helloworld-cucumber-java-gradle,https://github.com/gingeleski/helloworld-cucumber-java-gradle,java,False,False,,False,,False,,,
girisharathod/cinema-with-cucumber,https://github.com/girisharathod/cinema-with-cucumber,java,False,False,,False,,False,,,
githsem/AutomationExercise_API_Testing,https://github.com/githsem/AutomationExercise_API_Testing,java,False,False,,False,,False,,,
githubvin/CucumberWorkout,https://github.com/githubvin/CucumberWorkout,java,False,False,,False,,False,,,
glkada/Cucumber-Playwright-BrowserStack,https://github.com/glkada/Cucumber-Playwright-BrowserStack,nodejs,False,True,STRONG,True,test.yml,True,master,,False
globalworming/cucumber-js-starter,https://github.com/globalworming/cucumber-js-starter,nodejs,False,False,,False,,False,,,
gopyyn/Salad,https://github.com/gopyyn/Salad,java,False,False,,True,maven-publish.yml,False,,,
goverdhan406/WDIO_CucumberTS,https://github.com/goverdhan406/WDIO_CucumberTS,nodejs,False,False,,False,,False,,,
govind1072/cucumber-demo,https://github.com/govind1072/cucumber-demo,java,False,False,,True,main.yml;my.yml,True,,,
grandEL-dsouza/playwright-cucumber-test-for-browserstack,https://github.com/grandEL-dsouza/playwright-cucumber-test-for-browserstack,nodejs,False,True,STRONG,False,,False,,,
grasshopper7/cuke-di,https://github.com/grasshopper7/cuke-di,java,False,False,,False,,False,,,
grasshopper7/cuke4-parameter-datatable,https://github.com/grasshopper7/cuke4-parameter-datatable,java,False,False,,False,,False,,,
grasshopper7/cuke4junitparallel,https://github.com/grasshopper7/cuke4junitparallel,java,False,False,,False,,False,,,
grasshopper7/cuke4testngparallel,https://github.com/grasshopper7/cuke4testngparallel,java,False,False,,False,,False,,,
grasshopper7/cuke5-migrate,https://github.com/grasshopper7/cuke5-migrate,java,False,False,,False,,False,,,
grasshopper7/extentreports-cucumber5-adapter,https://github.com/grasshopper7/extentreports-cucumber5-adapter,java,False,False,,False,,False,,,
grasshopper7/extentreports-cucumber6-adapter,https://github.com/grasshopper7/extentreports-cucumber6-adapter,java,False,False,,False,,False,,,
grasshopper7/junitcuke4sharedwebdriver,https://github.com/grasshopper7/junitcuke4sharedwebdriver,java,False,False,,False,,False,,,
grasshopper7/testngcuke4sharedwebdriver,https://github.com/grasshopper7/testngcuke4sharedwebdriver,java,False,False,,False,,False,,,
gsumit1/CucumberBDD,https://github.com/gsumit1/CucumberBDD,java,False,False,,False,,False,,,
gulammustufa/AutomationTestingBaseFramework,https://github.com/gulammustufa/AutomationTestingBaseFramework,java,False,False,,False,,False,,,
gunesmes/selenium-cucumber-java,https://github.com/gunesmes/selenium-cucumber-java,java,False,False,,False,,False,,,
gunzpro21/SeleniumCucumberJunit,https://github.com/gunzpro21/SeleniumCucumberJunit,java,False,False,,False,,False,,,
gurudattgd04/cucumber-setup,https://github.com/gurudattgd04/cucumber-setup,nodejs,False,False,,True,ci.yml,True,,,
hakankara75/Appium_Cucumber,https://github.com/hakankara75/Appium_Cucumber,java,False,False,,False,,False,,,
hamzayilmaz2021/HypnotesCucumber,https://github.com/hamzayilmaz2021/HypnotesCucumber,java,False,False,,False,,False,,,
hans-marquez-globant/screenplay-cucumber,https://github.com/hans-marquez-globant/screenplay-cucumber,java,False,False,,False,,False,,,
hanykhalil/cucumberTemplate,https://github.com/hanykhalil/cucumberTemplate,java,False,False,,False,,False,,,
harigithub1/PlaywrightCucumber,https://github.com/harigithub1/PlaywrightCucumber,nodejs,False,False,,False,,False,,,
harita-R/Nightwatch-and-Cucumber,https://github.com/harita-R/Nightwatch-and-Cucumber,nodejs,False,False,,False,,False,,,
